ott_id,customer_id,service_name,start_date,end_date
22172,1794,Apple TV+,2025-08-14,2026-08-14
22173,2116,Amazon Prime,2025-11-03,2026-11-03
22174,1677,Netflix,2025-11-25,2026-11-25
22175,1302,Zee5,2025-07-04,2026-07-04
22176,2726,Apple TV+,2025-12-09,2026-12-09
22177,2219,Zee5,2024-10-20,2025-10-20
22178,1504,JioCinema,2025-09-10,2026-09-10
22179,2345,Apple TV+,2024-10-24,2025-10-24
22180,1120,Disney+ Hotstar,2025-02-21,2026-02-21
22181,1370,Netflix,2026-01-12,2027-01-12
22182,2108,Netflix,2026-02-04,2027-02-04
22183,1815,JioCinema,2026-05-28,2027-05-28
22184,1957,JioCinema,2025-03-17,2026-03-17
22185,1369,SonyLIV,2026-02-08,2027-02-08
22186,1053,SonyLIV,2025-09-13,2026-09-13
22187,1088,SonyLIV,2026-07-14,2027-07-14
22188,1951,Apple TV+,2026-01-02,2027-01-02
22189,2620,Amazon Prime,2024-11-02,2025-11-02
22190,2732,SonyLIV,2025-03-21,2026-03-21
22191,1332,Netflix,2026-04-06,2027-04-06
22192,2606,Zee5,2025-04-15,2026-04-15
22193,2055,Netflix,2026-07-12,2027-07-12
22194,2073,Netflix,2024-12-20,2025-12-20
22195,2721,Amazon Prime,2026-03-14,2027-03-14
22196,1638,Disney+ Hotstar,2025-11-17,2026-11-17
22197,1582,Zee5,2025-08-10,2026-08-10
22198,1732,Disney+ Hotstar,2026-04-21,2027-04-21
22199,1827,Netflix,2024-10-06,2025-10-06
22200,2799,SonyLIV,2026-02-26,2027-02-26
22201,1150,Amazon Prime,2026-02-05,2027-02-05
22202,2506,Netflix,2024-12-25,2025-12-25
22203,1208,Zee5,2026-07-18,2027-07-18
22204,1336,Apple TV+,2026-05-16,2027-05-16
22205,2804,Zee5,2026-03-07,2027-03-07
22206,1701,Disney+ Hotstar,2026-05-28,2027-05-28
22207,1495,Netflix,2026-07-23,2027-07-23
22208,2512,JioCinema,2025-11-28,2026-11-28
22209,2012,Amazon Prime,2025-10-29,2026-10-29
22210,2575,JioCinema,2025-03-18,2026-03-18
22211,2663,Apple TV+,2024-11-19,2025-11-19
22212,1300,Disney+ Hotstar,2026-04-22,2027-04-22
22213,1622,Disney+ Hotstar,2024-09-10,2025-09-10
22214,1833,Disney+ Hotstar,2025-07-24,2026-07-24
22215,1209,Amazon Prime,2025-09-06,2026-09-06
22216,1625,JioCinema,2025-02-23,2026-02-23
22217,1821,Disney+ Hotstar,2025-07-15,2026-07-15
22218,1050,Disney+ Hotstar,2026-06-25,2027-06-25
22219,2669,Apple TV+,2025-05-24,2026-05-24
22220,1259,Amazon Prime,2026-05-27,2027-05-27
22221,1064,Amazon Prime,2025-05-01,2026-05-01
22222,2392,Amazon Prime,2025-11-24,2026-11-24
22223,2603,Netflix,2026-06-09,2027-06-09
22224,1186,SonyLIV,2024-09-08,2025-09-08
22225,2555,Zee5,2026-04-20,2027-04-20
22226,2103,SonyLIV,2026-03-21,2027-03-21
22227,1387,Amazon Prime,2025-06-14,2026-06-14
22228,2353,JioCinema,2025-02-04,2026-02-04
22229,1471,JioCinema,2024-11-08,2025-11-08
22230,1923,JioCinema,2026-01-09,2027-01-09
22231,1430,Netflix,2024-10-31,2025-10-31
22232,2632,SonyLIV,2025-04-11,2026-04-11
22233,1483,Apple TV+,2026-03-19,2027-03-19
22234,1659,Netflix,2025-04-19,2026-04-19
22235,2089,Netflix,2025-06-25,2026-06-25
22236,2431,Amazon Prime,2025-06-19,2026-06-19
22237,1574,Disney+ Hotstar,2025-12-07,2026-12-07
22238,2672,JioCinema,2024-12-11,2025-12-11
22239,2169,Apple TV+,2025-02-12,2026-02-12
22240,1205,Zee5,2026-08-09,2027-08-09
22241,1646,Amazon Prime,2025-06-25,2026-06-25
22242,2051,Amazon Prime,2026-07-26,2027-07-26
22243,1534,Amazon Prime,2025-06-05,2026-06-05
22244,1525,Zee5,2025-08-05,2026-08-05
22245,2194,Zee5,2024-10-11,2025-10-11
22246,2230,Amazon Prime,2025-08-03,2026-08-03
22247,1146,Netflix,2026-05-22,2027-05-22
22248,1142,Netflix,2025-04-05,2026-04-05
22249,2655,Disney+ Hotstar,2026-07-19,2027-07-19
22250,1351,Zee5,2025-07-11,2026-07-11
22251,2542,Zee5,2025-03-17,2026-03-17
22252,1797,SonyLIV,2025-09-08,2026-09-08
22253,2122,Zee5,2025-09-18,2026-09-18
22254,1888,Zee5,2026-05-24,2027-05-24
22255,2004,JioCinema,2024-12-20,2025-12-20
22256,1297,JioCinema,2026-03-28,2027-03-28
22257,2146,SonyLIV,2024-11-24,2025-11-24
22258,2025,Disney+ Hotstar,2025-05-31,2026-05-31
22259,2095,Disney+ Hotstar,2024-09-26,2025-09-26
22260,2473,Zee5,2025-04-28,2026-04-28
22261,2256,Apple TV+,2026-07-06,2027-07-06
22262,1658,Disney+ Hotstar,2025-11-02,2026-11-02
22263,2651,Apple TV+,2026-04-14,2027-04-14
22264,1515,Disney+ Hotstar,2024-12-09,2025-12-09
22265,1703,JioCinema,2025-08-13,2026-08-13
22266,2406,Disney+ Hotstar,2024-11-17,2025-11-17
22267,1212,Netflix,2025-01-24,2026-01-24
22268,1127,Apple TV+,2025-12-25,2026-12-25
22269,1958,SonyLIV,2025-01-18,2026-01-18
22270,1532,Apple TV+,2025-04-12,2026-04-12
22271,2578,Zee5,2025-06-28,2026-06-28
22272,1666,Disney+ Hotstar,2025-02-07,2026-02-07
22273,2725,Netflix,2025-05-12,2026-05-12
22274,1182,Disney+ Hotstar,2025-06-08,2026-06-08
22275,1475,Apple TV+,2025-07-31,2026-07-31
22276,1954,JioCinema,2025-08-11,2026-08-11
22277,2016,Amazon Prime,2025-09-09,2026-09-09
22278,2530,Amazon Prime,2025-02-12,2026-02-12
22279,1892,JioCinema,2026-01-11,2027-01-11
22280,2706,Netflix,2026-01-29,2027-01-29
22281,1528,SonyLIV,2025-06-10,2026-06-10
22282,1726,SonyLIV,2026-03-04,2027-03-04
22283,1629,Disney+ Hotstar,2025-02-11,2026-02-11
22284,2540,Amazon Prime,2025-10-09,2026-10-09
22285,1133,Disney+ Hotstar,2026-07-09,2027-07-09
22286,2384,Apple TV+,2025-05-16,2026-05-16
22287,1192,Netflix,2025-07-22,2026-07-22
22288,2793,Apple TV+,2025-03-17,2026-03-17
22289,2432,Zee5,2025-11-06,2026-11-06
22290,1759,Apple TV+,2025-06-21,2026-06-21
22291,2450,Amazon Prime,2026-07-30,2027-07-30
22292,1441,Apple TV+,2025-02-21,2026-02-21
22293,1478,Disney+ Hotstar,2025-04-11,2026-04-11
22294,1175,JioCinema,2025-02-03,2026-02-03
22295,2260,Apple TV+,2026-07-26,2027-07-26
22296,2660,Apple TV+,2026-04-13,2027-04-13
22297,2179,SonyLIV,2024-10-14,2025-10-14
22298,2635,Zee5,2025-12-15,2026-12-15
22299,2478,Disney+ Hotstar,2024-10-05,2025-10-05
22300,2175,Apple TV+,2025-10-10,2026-10-10
22301,2104,SonyLIV,2026-06-19,2027-06-19
22302,1355,Netflix,2025-04-29,2026-04-29
22303,2402,JioCinema,2025-11-16,2026-11-16
22304,1620,Disney+ Hotstar,2025-09-05,2026-09-05
22305,2303,Apple TV+,2026-07-02,2027-07-02
22306,1713,SonyLIV,2025-10-10,2026-10-10
22307,2577,Disney+ Hotstar,2025-02-15,2026-02-15
22308,1010,Netflix,2025-03-04,2026-03-04
22309,2749,Netflix,2026-06-14,2027-06-14
22310,2707,Disney+ Hotstar,2026-06-08,2027-06-08
22311,1398,Zee5,2026-08-07,2027-08-07
22312,2293,Zee5,2026-06-06,2027-06-06
22313,1975,Netflix,2024-10-20,2025-10-20
22314,2239,Netflix,2026-03-12,2027-03-12
22315,1669,SonyLIV,2025-06-19,2026-06-19
22316,1502,Zee5,2025-08-17,2026-08-17
22317,1753,SonyLIV,2025-06-02,2026-06-02
22318,1776,Netflix,2025-05-14,2026-05-14
22319,2210,Disney+ Hotstar,2025-09-13,2026-09-13
22320,1883,JioCinema,2025-02-24,2026-02-24
22321,1222,JioCinema,2026-01-01,2027-01-01
22322,1201,Disney+ Hotstar,2026-03-22,2027-03-22
22323,2264,Amazon Prime,2025-09-15,2026-09-15
22324,1178,JioCinema,2025-09-05,2026-09-05
22325,2785,Apple TV+,2024-10-03,2025-10-03
22326,1945,JioCinema,2025-03-11,2026-03-11
22327,2105,Disney+ Hotstar,2025-12-21,2026-12-21
22328,2231,Zee5,2025-01-05,2026-01-05
22329,2024,SonyLIV,2025-09-26,2026-09-26
22330,2584,Apple TV+,2025-06-20,2026-06-20
22331,1357,Disney+ Hotstar,2025-03-08,2026-03-08
22332,1413,Amazon Prime,2025-12-13,2026-12-13
22333,1707,Apple TV+,2026-04-17,2027-04-17
22334,1767,Amazon Prime,2026-01-08,2027-01-08
22335,2371,Disney+ Hotstar,2026-05-22,2027-05-22
22336,1823,Apple TV+,2025-08-05,2026-08-05
22337,2677,Amazon Prime,2026-04-28,2027-04-28
22338,1568,Netflix,2024-12-30,2025-12-30
22339,1820,SonyLIV,2026-07-26,2027-07-26
22340,2541,JioCinema,2026-04-09,2027-04-09
22341,1631,JioCinema,2026-06-19,2027-06-19
22342,2659,Amazon Prime,2025-08-28,2026-08-28
22343,1227,SonyLIV,2026-01-01,2027-01-01
22344,1008,SonyLIV,2025-01-24,2026-01-24
22345,1210,Zee5,2024-11-10,2025-11-10
22346,2680,Netflix,2026-01-10,2027-01-10
22347,1321,Apple TV+,2026-06-11,2027-06-11
22348,1283,Netflix,2026-03-24,2027-03-24
22349,1763,SonyLIV,2026-01-05,2027-01-05
22350,2360,Netflix,2025-09-25,2026-09-25
22351,1542,Zee5,2025-07-31,2026-07-31
22352,2736,Apple TV+,2026-01-09,2027-01-09
22353,1433,Disney+ Hotstar,2024-12-12,2025-12-12
22354,1409,Disney+ Hotstar,2025-12-18,2026-12-18
22355,1246,Zee5,2024-10-07,2025-10-07
22356,1562,Disney+ Hotstar,2025-01-04,2026-01-04
22357,1760,SonyLIV,2025-01-08,2026-01-08
22358,1224,Apple TV+,2025-07-21,2026-07-21
22359,2559,JioCinema,2025-04-08,2026-04-08
22360,1599,Disney+ Hotstar,2024-10-30,2025-10-30
22361,1949,SonyLIV,2025-03-18,2026-03-18
22362,1905,SonyLIV,2025-05-25,2026-05-25
22363,1956,SonyLIV,2024-11-04,2025-11-04
22364,1473,JioCinema,2024-12-07,2025-12-07
22365,1598,JioCinema,2026-01-15,2027-01-15
22366,2745,SonyLIV,2026-05-02,2027-05-02
22367,2300,JioCinema,2025-11-17,2026-11-17
22368,1378,Amazon Prime,2026-02-22,2027-02-22
22369,2136,Apple TV+,2025-11-21,2026-11-21
22370,2120,Zee5,2026-05-30,2027-05-30
22371,2325,Zee5,2025-01-08,2026-01-08
22372,2370,Zee5,2025-02-19,2026-02-19
22373,1739,SonyLIV,2024-10-09,2025-10-09
22374,1184,JioCinema,2024-11-14,2025-11-14
22375,1521,Disney+ Hotstar,2025-09-07,2026-09-07
22376,1899,Netflix,2025-10-11,2026-10-11
22377,2647,Amazon Prime,2025-02-06,2026-02-06
22378,1756,JioCinema,2024-10-15,2025-10-15
22379,1944,Disney+ Hotstar,2025-04-06,2026-04-06
22380,1929,Apple TV+,2024-09-19,2025-09-19
22381,2083,Zee5,2026-07-21,2027-07-21
22382,2357,JioCinema,2026-01-23,2027-01-23
22383,1263,Amazon Prime,2024-09-18,2025-09-18
22384,1485,Zee5,2025-10-20,2026-10-20
22385,1247,Amazon Prime,2025-09-18,2026-09-18
22386,1190,Amazon Prime,2026-07-11,2027-07-11
22387,2044,Netflix,2025-08-14,2026-08-14
22388,1910,SonyLIV,2025-12-08,2026-12-08
22389,1782,Amazon Prime,2025-06-30,2026-06-30
22390,2277,Disney+ Hotstar,2025-10-26,2026-10-26
22391,2534,Zee5,2025-07-13,2026-07-13
22392,1982,Netflix,2026-05-26,2027-05-26
22393,2088,Netflix,2024-09-22,2025-09-22
22394,1215,Apple TV+,2026-08-02,2027-08-02
22395,1826,SonyLIV,2024-10-23,2025-10-23
22396,2798,SonyLIV,2026-05-04,2027-05-04
22397,1623,Zee5,2025-07-01,2026-07-01
22398,1680,Netflix,2026-07-16,2027-07-16
22399,2276,Zee5,2026-03-23,2027-03-23
22400,1847,Zee5,2025-08-20,2026-08-20
22401,2078,SonyLIV,2025-05-06,2026-05-06
22402,2213,SonyLIV,2025-01-03,2026-01-03
22403,2178,JioCinema,2025-07-11,2026-07-11
22404,1943,Apple TV+,2026-04-19,2027-04-19
22405,2381,Amazon Prime,2026-03-21,2027-03-21
22406,1743,Apple TV+,2025-01-30,2026-01-30
22407,2499,Netflix,2025-07-29,2026-07-29
22408,1644,Amazon Prime,2024-12-08,2025-12-08
22409,2461,Netflix,2026-06-16,2027-06-16
22410,1067,Amazon Prime,2026-02-04,2027-02-04
22411,2553,Disney+ Hotstar,2026-07-11,2027-07-11
22412,2579,JioCinema,2025-11-20,2026-11-20
22413,1458,Netflix,2025-08-09,2026-08-09
22414,2343,Disney+ Hotstar,2025-01-20,2026-01-20
22415,2000,Apple TV+,2025-04-17,2026-04-17
22416,2184,Disney+ Hotstar,2026-03-15,2027-03-15
22417,1705,SonyLIV,2026-02-22,2027-02-22
22418,1043,SonyLIV,2024-11-04,2025-11-04
22419,2080,Netflix,2026-03-18,2027-03-18
22420,2792,Zee5,2025-01-21,2026-01-21
22421,1714,SonyLIV,2026-07-16,2027-07-16
22422,2656,Disney+ Hotstar,2026-04-10,2027-04-10
22423,2220,Netflix,2025-12-09,2026-12-09
22424,2598,SonyLIV,2024-11-12,2025-11-12
22425,1183,Zee5,2025-02-20,2026-02-20
22426,1151,Apple TV+,2025-12-09,2026-12-09
22427,2109,Disney+ Hotstar,2025-03-16,2026-03-16
22428,1569,Disney+ Hotstar,2026-08-07,2027-08-07
22429,2718,Zee5,2026-07-23,2027-07-23
22430,1594,JioCinema,2024-10-22,2025-10-22
22431,2259,Zee5,2025-02-02,2026-02-02
22432,2662,SonyLIV,2026-03-12,2027-03-12
22433,1359,Apple TV+,2026-05-17,2027-05-17
22434,2349,SonyLIV,2026-05-19,2027-05-19
22435,2369,JioCinema,2025-03-04,2026-03-04
22436,2014,Disney+ Hotstar,2026-06-05,2027-06-05
22437,1509,JioCinema,2025-11-02,2026-11-02
22438,1383,Zee5,2025-04-21,2026-04-21
22439,2295,Zee5,2026-01-09,2027-01-09
22440,2212,SonyLIV,2025-01-16,2026-01-16
22441,2439,SonyLIV,2026-06-14,2027-06-14
22442,1368,SonyLIV,2026-07-11,2027-07-11
22443,2363,Netflix,2025-01-11,2026-01-11
22444,2203,Zee5,2026-02-08,2027-02-08
22445,1522,JioCinema,2025-02-17,2026-02-17
22446,1392,Amazon Prime,2026-05-02,2027-05-02
22447,2176,Apple TV+,2025-04-24,2026-04-24
22448,1605,Disney+ Hotstar,2024-11-26,2025-11-26
22449,1038,Amazon Prime,2026-01-29,2027-01-29
22450,2495,Zee5,2026-07-16,2027-07-16
22451,1938,Apple TV+,2025-04-11,2026-04-11
22452,2132,Apple TV+,2025-10-23,2026-10-23
22453,2412,SonyLIV,2025-01-31,2026-01-31
22454,1651,Disney+ Hotstar,2025-07-26,2026-07-26
22455,1036,Netflix,2026-03-14,2027-03-14
22456,1086,SonyLIV,2024-10-28,2025-10-28
22457,1232,Disney+ Hotstar,2025-04-16,2026-04-16
22458,1934,Amazon Prime,2025-05-19,2026-05-19
22459,1640,JioCinema,2024-12-26,2025-12-26
22460,2067,Zee5,2024-12-03,2025-12-03
22461,1419,Netflix,2026-07-12,2027-07-12
22462,2699,JioCinema,2026-06-28,2027-06-28
22463,2568,Netflix,2024-11-02,2025-11-02
22464,2026,SonyLIV,2025-11-13,2026-11-13
22465,2266,Apple TV+,2025-05-18,2026-05-18
22466,2166,Apple TV+,2024-10-12,2025-10-12
22467,1354,Netflix,2026-05-14,2027-05-14
22468,1981,Apple TV+,2025-11-10,2026-11-10
22469,1686,Netflix,2024-12-03,2025-12-03
22470,2098,Disney+ Hotstar,2026-05-01,2027-05-01
22471,1016,SonyLIV,2026-04-23,2027-04-23
22472,2642,Amazon Prime,2026-02-23,2027-02-23
22473,1173,Disney+ Hotstar,2025-07-10,2026-07-10
22474,1240,Disney+ Hotstar,2025-07-21,2026-07-21
22475,1482,SonyLIV,2025-12-09,2026-12-09
22476,2429,JioCinema,2024-09-09,2025-09-09
22477,1381,Zee5,2024-12-13,2025-12-13
22478,1613,Disney+ Hotstar,2026-06-22,2027-06-22
22479,1388,Apple TV+,2025-05-16,2026-05-16
22480,2689,Amazon Prime,2025-07-17,2026-07-17
22481,1952,Apple TV+,2025-09-18,2026-09-18
22482,2090,Netflix,2025-08-18,2026-08-18
22483,1427,Amazon Prime,2026-03-18,2027-03-18
22484,2678,Netflix,2025-02-05,2026-02-05
22485,1926,Netflix,2025-01-05,2026-01-05
22486,1698,Netflix,2025-04-10,2026-04-10
22487,1719,JioCinema,2024-11-05,2025-11-05
22488,1803,JioCinema,2025-02-07,2026-02-07
22489,1633,Amazon Prime,2026-04-21,2027-04-21
22490,2425,JioCinema,2025-04-07,2026-04-07
22491,2565,Netflix,2025-04-17,2026-04-17
22492,2803,Zee5,2024-11-12,2025-11-12
22493,1153,Netflix,2025-04-29,2026-04-29
22494,2177,Zee5,2025-08-19,2026-08-19
22495,1055,Amazon Prime,2025-12-26,2026-12-26
22496,1334,Zee5,2024-10-08,2025-10-08
22497,2111,Zee5,2026-05-08,2027-05-08
22498,1234,Apple TV+,2025-09-21,2026-09-21
22499,1435,Apple TV+,2025-09-20,2026-09-20
22500,1402,Disney+ Hotstar,2025-10-27,2026-10-27
22501,1280,JioCinema,2025-09-13,2026-09-13
22502,1111,SonyLIV,2026-01-02,2027-01-02
22503,1048,JioCinema,2024-09-24,2025-09-24
22504,1966,Disney+ Hotstar,2025-05-27,2026-05-27
22505,2433,Amazon Prime,2026-02-14,2027-02-14
22506,2722,JioCinema,2025-10-11,2026-10-11
22507,2117,SonyLIV,2025-06-10,2026-06-10
22508,2039,JioCinema,2025-08-06,2026-08-06
22509,2200,JioCinema,2024-11-28,2025-11-28
22510,2255,Disney+ Hotstar,2026-05-17,2027-05-17
22511,2472,JioCinema,2025-12-21,2026-12-21
22512,1268,Apple TV+,2026-01-23,2027-01-23
22513,2198,Amazon Prime,2024-12-06,2025-12-06
22514,1947,SonyLIV,2026-01-16,2027-01-16
22515,2404,Netflix,2024-12-24,2025-12-24
22516,1061,JioCinema,2025-11-02,2026-11-02
22517,1601,Zee5,2025-12-11,2026-12-11
