profile_id,customer_id,qr_code,activation_status
8145,1965,QR_AETMKIT3CCLJPERI225B,Active
8146,1578,QR_W1XQM4UAV0PY3FSDYHN5,Inactive
8147,2728,QR_3JKL792IHPK8F1LHT1UV,Active
8148,1159,QR_TMNIWK8WD9LTVN2JS91V,Inactive
8149,2473,QR_J6GKM8PKMWKMWKY2M7JL,Active
8150,2323,QR_PODXUHFM1OSA73I8LAW8,Active
8151,1788,QR_XQ8SSEM2JE3HWNBFO72T,Active
8152,1789,QR_S6728RWLFOMRQTHB7UTX,Active
8153,2434,QR_6KYNH33PEBJLPNQ5WL7H,Active
8154,1709,QR_A2T97XCK8VVXSDX18NFA,Active
8155,1761,QR_J9JX35C508YWFV8CZVUV,Active
8156,1949,QR_PK5GNLCOBNR2DNN2Y662,Active
8157,1491,QR_5YNI8UPAW9EKR311PUNI,Active
8158,1870,QR_41IVQTJMQFKPDS8NUMJ2,Active
8159,1545,QR_NEDXEBCOPXGIWD8S8HD8,Active
8160,2002,QR_QCM3WBT0NVBJ6JOZ9V1E,Active
8161,1054,QR_T03SVWWKGZY0OQ5NZ5HW,Active
8162,1203,QR_WHHN8P12NAXMQ7L83DMY,Active
8163,1318,QR_WYHILNHL6BULT3YUSLIQ,Active
8164,1244,QR_8QT8Q23NK3MSFKTFA2Z0,Active
8165,1419,QR_7E6M6MFZ4KCKN9IKWP91,Active
8166,1844,QR_ZGJAFRFBMPJ9YOW0AAPN,Active
8167,1805,QR_9EHZTTMPQJB9FQ169CVH,Active
8168,2052,QR_WVVAAKPE95ZPUVQDM89Z,Active
8169,2360,QR_X79V795TAHNIIVR7WZO6,Active
8170,2616,QR_V5DKNGNDDIXP52L0N4S1,Active
8171,2495,QR_XNU9DH9K6QY3VRBFOIU3,Active
8172,2512,QR_AD14CTRRGP1P15VN21FS,Active
8173,1050,QR_0SIYG00DNZ0GXBKZGKKS,Active
8174,1163,QR_2LMIJJ9KE3UHB2M8H0DS,Active
8175,2356,QR_DJEKTOTYUAQ3J9T64VID,Active
8176,1868,QR_8ZBHEBRV372ACVZ1ICM7,Active
8177,2606,QR_VFIBSWRSC6M3LR51TOEM,Active
8178,2759,QR_65BFC7GVZJYEE0BNQEQ6,Active
8179,2391,QR_QDK503QMJRDPTLFEYUIR,Active
8180,2548,QR_L45JP026UKTALDIUIOI6,Active
8181,2467,QR_3G0P72FXEFEJT5Q16HT4,Active
8182,1380,QR_6071VLVY82HLO30UX7YY,Active
8183,1772,QR_4YC3656UN6CJ9Y7KCBZW,Active
8184,1436,QR_3Q4OWMT6UFOODF1ZE1Z8,Active
8185,2619,QR_3WY7HE1QZQKAVDS69QYE,Inactive
8186,1222,QR_14F6VTMHFV0G82JCBFVZ,Active
8187,1575,QR_Z9RW8Z6ZAQZ25PTVD90N,Active
8188,1632,QR_1CMQSO6F3XK5V3CNHMO4,Active
8189,1542,QR_KI6KWYSLGNRKV377KU6J,Active
8190,1378,QR_EAB2K6R0B58ANSS5W5EP,Active
8191,1826,QR_2I56QJEF4VH9EBTJX8WY,Active
8192,1416,QR_E9JEA93VMSHUMQCKN8NQ,Active
8193,1134,QR_427GETPAMIGBZIPO30SD,Active
8194,1144,QR_BS2RAK1UTEV0YTOHKYXX,Active
8195,2479,QR_G6OUMKDF3T5GE7LJ4GC5,Active
8196,2500,QR_WVYM2WQDDZRU30CBT0F3,Active
8197,1600,QR_ZKCPDGHTOH4DOCTUL6XI,Active
8198,2104,QR_SHJFZ50GC3VQ1D30K5K3,Active
8199,2591,QR_XYKKMR1RUYNVUZ0WJVT0,Active
8200,1652,QR_X012HAV164XVDSXDWZ93,Active
8201,2751,QR_FHDNW6VD4DOMDQAO2XAH,Active
8202,2672,QR_6K3JB8T0NE7R559QQYW5,Active
8203,2636,QR_RAR5RAXZZ8U561YX8B0C,Active
8204,2376,QR_4G0OA41CK0WFETOCI3QF,Active
8205,1849,QR_RU3QPKMSCNZ3T2ACJ8UH,Active
8206,2628,QR_Q6N0HF04KPXQPNEP47KP,Active
8207,2332,QR_KP3IRXRUB328Z87O3NGE,Active
8208,2137,QR_9UYM05PF9EQYGILJ7ORW,Active
8209,1796,QR_GHBMILX4XEVAZCN50O4R,Inactive
8210,2153,QR_BF3R1IKT0SM4V0URZ4A6,Active
8211,2269,QR_YJCWR6A00X2C1WT22A4H,Active
8212,2217,QR_MMENAA8EY2X3XKJ4XQFO,Active
8213,2129,QR_M7I3ILNF0MTGCVTIET1J,Active
8214,1704,QR_JNR6QGN01ZAVH0BHSZ8R,Active
8215,2792,QR_LY44429JYA42TWN2QZ2H,Active
8216,1967,QR_XXQ9920HFYB9ZEXYJ6X8,Active
8217,2268,QR_3EFD521BQE8U74KJB4P4,Active
8218,1828,QR_BGZU2XJZSZFPBPZE0FIB,Active
8219,2056,QR_XX8PABWEUV6KJEURRZ3P,Inactive
8220,1888,QR_A82HGW35PEBUZ79Y0YFW,Active
8221,1125,QR_U1OKU5YCA05UDUB8OGIK,Active
8222,1190,QR_C8JSMY9YWU4LF3S4I1U1,Active
8223,1031,QR_GUNH9DRCZBZWTLC5IWVK,Active
8224,2058,QR_XTK0KZMNZUXYSAI38AUE,Active
8225,1465,QR_JO4NR4JSD44JXI63YI1R,Active
8226,1182,QR_Z9MS459GZYA0B046IILK,Inactive
8227,2302,QR_YQOR59XDY0ZEQPXOH4DR,Active
8228,1580,QR_4NQJ41IT9HUZVART0Q0Q,Active
8229,1663,QR_EKLZEOZG2760PW98Q95N,Active
8230,1701,QR_K4M0HF8T7HFM3INP0PRR,Inactive
8231,2009,QR_198SJFVAGCWV6T3G6Q57,Inactive
8232,2598,QR_V1I9CEHA9SSVMX6X4IOH,Active
8233,2154,QR_BEJOOG8IC3ROGF92G9VM,Active
8234,2455,QR_D7X3KSURETUDED63FNIP,Active
8235,2523,QR_MTNK3ZIQ9UHR2403LBRU,Active
8236,1590,QR_HKXXDTZJQPOQS5L7JOAI,Active
8237,2020,QR_OPFO3I9YFMW4JQZXS40V,Active
8238,1692,QR_4FAN69ZKI18J0SR35K1Y,Inactive
8239,1846,QR_A3SE5NO5BRY1FLRN8IYR,Active
8240,2172,QR_T8Y3I416O3UYN41AKPNP,Active
8241,2675,QR_0CVZX5YWN5BK2AFG4AW2,Active
8242,2440,QR_XWDL1LQ94K5C1T42O5JZ,Active
8243,2404,QR_0DR4D8T9UF3QQWWORPAD,Active
8244,1792,QR_ELR7Y6JV1LRR0ITPVTBY,Active
8245,1062,QR_V7FF08UOAT1JEENFBLCU,Active
8246,2572,QR_1P83O4FTSRFMVUQWTASA,Inactive
8247,1334,QR_RL83844TPRIAXLUFWGEC,Active
8248,1823,QR_YN00E75UJZSKBPZVP6DP,Active
8249,1740,QR_C6C4BG3ZY2L06517H48R,Active
8250,2657,QR_VZ410SUSPVW0UF6S57HA,Active
8251,2330,QR_HW3BK0YHF6JMTLLZD6EM,Active
8252,2312,QR_4Q97K6T06U2QLB2T2O2B,Active
8253,1861,QR_BQVEASOF7OWIYQKOL77V,Active
8254,1394,QR_AERKGUFT5KYK1VY82HMX,Active
8255,2071,QR_WEY1QY9R5V74NIBEGA1W,Active
8256,2542,QR_MTNL4ER77EYTVIX4LZWR,Active
8257,1287,QR_X7HZRLG6FPZOID7U6FZN,Active
8258,1268,QR_J8GSDXDX469VZ906DG0O,Active
8259,1080,QR_RVD4T6ARTR8CYL4OC8NG,Active
8260,2375,QR_7XGEMNGL6IL0JBU8FRMH,Active
8261,1085,QR_0IYI4WFPAG5PQMKNFSLG,Inactive
8262,1883,QR_9MADFWUAQNEXDBBUPZ44,Active
8263,1829,QR_9D31WO2BHX5WZLB70JAA,Active
8264,1327,QR_OLR8DND17NH3NF776NWU,Active
8265,1659,QR_AM4WBSQNZ1Q6WZ1JCL47,Active
8266,1670,QR_E67776YGJO9FDRTEEK9Z,Active
8267,2786,QR_BFCOP7F4Q5AIFDYGQ4IN,Active
8268,1259,QR_JYG0U9E7N2GAI73AJLLP,Active
8269,1936,QR_KK6PMNGC83WD7FMEEZM5,Inactive
8270,2390,QR_GH53RITYUJWIYKDEFXA3,Active
8271,2363,QR_31IKQB06QICXM2VMGZHQ,Active
8272,2527,QR_FWYHYN6YRZX41FZETH0O,Active
8273,1057,QR_8B4R27CTQKXX6UEEG00N,Active
8274,2408,QR_QC2JW44T88EVDJAQQEN6,Active
8275,2118,QR_3O7TN5T7XRR8SG3TPWJN,Active
8276,2042,QR_KUMWM3YZCNGGE0DYMGOP,Active
8277,2516,QR_NFAOJIEQQP4A7OA619ZS,Active
8278,1858,QR_L805F6R2SRKLVJQLD6HN,Active
8279,2590,QR_K90G8TY7BHZM3AR2CEF0,Active
8280,1011,QR_BKZPUQNWQ8560FFY4QC8,Active
8281,2407,QR_DER8XM4E9DD1Q0CI17NR,Active
8282,2241,QR_XNYJEFC3D1IMRDPNIDKG,Active
8283,2413,QR_6BGZE65TLVK1F9R4921G,Active
8284,1574,QR_LYRYPHAFT8GQXR4E9CO9,Active
8285,2084,QR_HXPS7NLAED1ZR9MNC4KH,Active
8286,1447,QR_ETMR0GIXJ85IPBK6IGBN,Active
8287,2168,QR_V5IDR8TXIB23AHJNKWJE,Active
8288,1093,QR_909KNCNSVWJQYR786SEW,Inactive
8289,1206,QR_BGERWG5KRX85GJAM0IO0,Active
8290,1460,QR_WJ6JP96VLJTIAEZ5UE9O,Active
8291,2472,QR_2Z2B9M3QHL0M1E790NOT,Active
8292,1845,QR_Y2Q9REXPGUFXS5V6FGZ2,Active
8293,1243,QR_UTQTUAN1ARHND866FWN8,Active
8294,2784,QR_WS2LN27A3W4515I9L8MB,Active
8295,1456,QR_K9LANC4JJEB7B89T3UHG,Active
8296,1396,QR_LDGJD8APY812BJ71EMYA,Active
8297,1420,QR_6SZPRD9UKEQS9WYZI7TL,Inactive
8298,2191,QR_FW0VKYB7MYRRZCWJUQX1,Active
8299,2114,QR_9GO7SKUH4LIZSU8T9SX2,Active
8300,2733,QR_EP9219XO2KNZNQIY7H5T,Active
8301,1598,QR_I9SPA2IBHNBB47O6K35X,Active
8302,2331,QR_WTXJ86YL5R6P0K25BA2P,Active
8303,1038,QR_T0L8JWEL6R5YVMZLPZGS,Active
8304,1926,QR_BDFT6WEQQSDI17L171RU,Active
8305,2057,QR_GCM44XM6HKOIMSQ29TUQ,Active
8306,2436,QR_MGY45AIBN8T7DEICQ1XR,Active
8307,1944,QR_1MWZGZI9TQ0GN90PEF4T,Active
8308,2211,QR_K8ZRA2IG0OZCI5YVJM5H,Active
8309,2611,QR_Z1RL1TYYO330BQZZC4BB,Active
8310,1426,QR_SY9X15UN01LP4DZRUT5K,Inactive
8311,2242,QR_NGOG4Q1684UEW5UKXBG7,Active
8312,1033,QR_XZBO1SI7BM9JO8U1N8MZ,Active
8313,2351,QR_A9QRC1YPWPM1HRFWCPBN,Active
8314,1486,QR_MOZN1J7WRLR3FO9QAEB2,Active
8315,2061,QR_J7KKHZ0NOV1H0J62IOQQ,Active
8316,2238,QR_N7XC5JFT5MVXV1WTEGLD,Active
8317,2209,QR_GE3MTNOF1NKDOG5LMITP,Active
8318,1428,QR_VWFPJGFZWQUFZCGJ4G1I,Active
8319,2746,QR_ZM94A0PUAXGUFBF7W13M,Active
8320,1333,QR_FDIBNL5M7ACEQV6RQNMA,Active
8321,2737,QR_1X48ZANQGPIQEDCGCQMD,Active
8322,1752,QR_1FBEO5XB1OY1FRYR0WR0,Active
8323,2286,QR_4ZZV5OJ9G8WDNRD5ZOZS,Active
8324,1339,QR_21S9QVRQ00E4TWB4831H,Inactive
8325,2112,QR_6HD06Q2SC247Y2I0JPH9,Active
8326,2029,QR_LIMJRX4R7MBIUO5A9GDL,Active
8327,2501,QR_59VBCA17I1NVITKR352J,Active
8328,1559,QR_KCX2LFBE6OM4XIWWV2Y9,Inactive
8329,2328,QR_5CRT3GE2VHE8S8CAXJTD,Active
8330,1689,QR_VLH3Q89TSFBRX3B650VA,Active
8331,1727,QR_FN1YLR05TXD1BIBGW6ZY,Inactive
8332,1220,QR_B3O7KDCKQV66BRVB86TC,Active
8333,1647,QR_K3ATF2IOS448BHS993WE,Active
8334,1309,QR_UFMWGBYUGE0OFM1JRHU6,Active
8335,1921,QR_5BNM7X4DG00837NEE7GD,Inactive
8336,2489,QR_QLNIXDXBBJSFL7DYI12Z,Inactive
8337,1362,QR_7NEAXV1N1N6FPIOURS5W,Active
8338,1164,QR_76KQN2K6UAVBCLXPNMDU,Inactive
8339,2090,QR_DA6JZPS49FG89GQ12CJ9,Active
8340,1558,QR_CW24SOUU12FO8ZUACLG9,Inactive
8341,1110,QR_A80GVKZVOGIYDWP4Y8GI,Active
8342,1013,QR_MTSYTPU4FF1A5LE108B1,Active
8343,2085,QR_8VK6AGEHUZR9YPFWGRL4,Active
8344,2577,QR_2Y07XMKHDM0L11KDANAW,Active
8345,1261,QR_LHR1O3F42IVRVF8ISI4G,Inactive
8346,2305,QR_RKXI9PKW98AX4QUBJ4IJ,Active
8347,1304,QR_NUSPU3OAHH96AEZ383EA,Active
8348,2099,QR_J31ES2AO01YCS9UKXXZ9,Active
8349,2368,QR_13LMC1ZK0MGZTSMKXHEM,Active
8350,1046,QR_NJVK75LAUX3MJKY2SR8V,Active
8351,2068,QR_31N7SK1SJL6TO2UFWTMN,Inactive
8352,1257,QR_Q19D0K30Q9497K55V8IR,Active
8353,1421,QR_M430AXH6OT3EBPDXV6LU,Active
8354,1007,QR_BGX2O6EC2EUXVG1YSAVL,Active
8355,1705,QR_GAHQ8AIGOYMSU08Q7ROL,Active
8356,1698,QR_IU7LBKNYS6J38I8D4A8Y,Active
8357,1297,QR_GC0MLQDSCIKXAIU1DG0N,Active
8358,2719,QR_O29V9CTOXL6CWFHI04TO,Active
8359,1966,QR_CZFZYJ0L0GC4TC8SANDE,Active
8360,1115,QR_SB4NYQOD5XQLX3JPFN5M,Active
8361,2761,QR_4UYTJJ2GYV2B98XJAPZ1,Active
8362,1945,QR_RHKN0FAN6W34OV9JICTL,Inactive
8363,2050,QR_OPSBE3C6PHB7A7D9GUIS,Active
8364,2466,QR_137PI63HPSXUZD0JL6JN,Active
8365,2261,QR_TP3EN77TXDMUT93VGU3M,Active
8366,2437,QR_JUOQM1TFLN416G4FWK4N,Active
8367,1458,QR_WLJE11LZIJ2S12HGQTSQ,Active
8368,2739,QR_4J8PTT88IOHY923CROZY,Active
8369,2428,QR_0A0BP1Z7QIAG0W02D842,Inactive
8370,1248,QR_7C3DWE0EWFCMXI47M83D,Active
8371,1269,QR_MI8BVMCG2Q4OFXESGN7G,Active
8372,1155,QR_UF9BUSLE6LDAJQ3QAU4R,Active
8373,2335,QR_D8VRJ4P192XEA4U3VYXS,Active
