order_id,customer_id,order_type,order_date,status,amount
16103,1686,New Connection,2026-05-07 03:00:00,Fulfilled,68.78
16104,1211,Device Purchase,2025-08-28 03:00:00,Fulfilled,961.90
16105,2176,Device Purchase,2025-10-01 05:00:00,Cancelled,799.46
16106,1495,Plan Upgrade Order,2026-01-21 03:00:00,Fulfilled,477.89
16107,1646,Plan Upgrade Order,2026-05-05 20:00:00,Pending,199.17
16108,1845,New Connection,2026-01-22 05:00:00,Fulfilled,484.27
16109,1285,Number Port Order,2025-09-10 13:00:00,Fulfilled,128.87
16110,1895,New Connection,2026-02-22 12:00:00,Fulfilled,81.37
16111,1639,Device Purchase,2025-11-13 21:00:00,Fulfilled,372.67
16112,1410,SIM Replacement,2026-03-22 12:00:00,Fulfilled,808.64
16113,2097,New Connection,2026-03-26 12:00:00,Fulfilled,818.55
16114,1346,Plan Upgrade Order,2026-05-04 07:00:00,Fulfilled,365.74
16115,2606,SIM Replacement,2025-11-24 22:00:00,Fulfilled,881.82
16116,1631,Device Purchase,2026-04-20 07:00:00,Fulfilled,806.21
16117,2650,Device Purchase,2025-09-28 12:00:00,Fulfilled,241.43
16118,1367,New Connection,2025-09-06 10:00:00,Fulfilled,429.92
16119,2355,Number Port Order,2026-07-05 08:00:00,Fulfilled,663.76
16120,2293,Device Purchase,2025-11-30 11:00:00,Fulfilled,746.06
16121,2000,New Connection,2026-04-26 10:00:00,Pending,952.71
16122,2133,New Connection,2025-10-18 00:00:00,Fulfilled,141.78
16123,2470,Plan Upgrade Order,2026-06-27 00:00:00,Fulfilled,722.98
16124,1008,Device Purchase,2026-03-14 03:00:00,Pending,220.53
16125,1485,Plan Upgrade Order,2025-10-17 15:00:00,Pending,16.15
16126,2025,Device Purchase,2025-08-28 07:00:00,Fulfilled,437.92
16127,2282,Device Purchase,2025-11-04 04:00:00,Fulfilled,701.53
16128,1159,Number Port Order,2025-12-01 03:00:00,Fulfilled,250.83
16129,1497,Number Port Order,2026-07-11 02:00:00,Cancelled,291.32
16130,2162,New Connection,2025-11-07 14:00:00,Fulfilled,21.24
16131,1833,Device Purchase,2025-08-19 15:00:00,Fulfilled,464.84
16132,1655,New Connection,2026-05-19 08:00:00,Fulfilled,125.54
16133,1774,Device Purchase,2025-12-29 02:00:00,Fulfilled,585.06
16134,2448,Plan Upgrade Order,2026-03-03 13:00:00,Cancelled,554.66
16135,2558,Device Purchase,2025-11-02 15:00:00,Pending,498.94
16136,1511,SIM Replacement,2025-08-13 12:00:00,Fulfilled,367.85
16137,2563,Number Port Order,2026-02-21 11:00:00,Fulfilled,85.83
16138,2381,SIM Replacement,2025-10-18 19:00:00,Fulfilled,177.28
16139,2063,Plan Upgrade Order,2025-10-31 02:00:00,Fulfilled,989.94
16140,1091,Number Port Order,2026-01-14 12:00:00,Fulfilled,495.93
16141,1201,Device Purchase,2026-02-10 05:00:00,Fulfilled,196.39
16142,2296,Plan Upgrade Order,2025-12-02 06:00:00,Cancelled,926.11
16143,1605,Plan Upgrade Order,2026-03-09 00:00:00,Fulfilled,470.27
16144,2639,New Connection,2026-04-19 16:00:00,Fulfilled,214.99
16145,2075,Device Purchase,2026-08-07 01:00:00,Fulfilled,491.99
16146,2187,Device Purchase,2025-12-07 19:00:00,Cancelled,257.28
16147,1066,New Connection,2026-05-25 02:00:00,Fulfilled,39.35
16148,1012,Plan Upgrade Order,2025-08-19 20:00:00,Fulfilled,427.51
16149,1888,Number Port Order,2026-01-30 22:00:00,Fulfilled,780.38
16150,2047,Plan Upgrade Order,2025-09-13 22:00:00,Fulfilled,924.80
16151,1109,SIM Replacement,2026-01-09 18:00:00,Pending,618.33
16152,2766,SIM Replacement,2025-11-01 12:00:00,Fulfilled,284.89
16153,1014,New Connection,2026-06-13 05:00:00,Pending,217.67
16154,1007,New Connection,2026-07-27 10:00:00,Pending,577.59
16155,1118,SIM Replacement,2026-05-02 15:00:00,Fulfilled,202.61
16156,2550,Plan Upgrade Order,2026-06-01 04:00:00,Pending,287.06
16157,2398,Plan Upgrade Order,2026-05-29 02:00:00,Fulfilled,636.06
16158,1677,New Connection,2025-09-22 00:00:00,Fulfilled,268.67
16159,1124,Number Port Order,2025-09-10 12:00:00,Fulfilled,630.19
16160,2369,SIM Replacement,2025-11-27 15:00:00,Fulfilled,292.58
16161,1532,New Connection,2026-06-15 01:00:00,Cancelled,8.93
16162,2221,Number Port Order,2025-09-24 16:00:00,Fulfilled,868.30
16163,1029,New Connection,2026-04-26 06:00:00,Cancelled,917.71
16164,1321,New Connection,2026-01-21 18:00:00,Pending,410.02
16165,2421,Plan Upgrade Order,2026-07-12 11:00:00,Fulfilled,631.88
16166,1455,New Connection,2026-07-28 08:00:00,Cancelled,108.11
16167,2383,Number Port Order,2026-04-01 16:00:00,Fulfilled,486.10
16168,1424,Device Purchase,2026-07-07 05:00:00,Cancelled,927.54
16169,2530,Plan Upgrade Order,2025-10-18 07:00:00,Fulfilled,76.39
16170,2493,Number Port Order,2026-01-23 20:00:00,Fulfilled,113.33
16171,2780,SIM Replacement,2025-10-23 12:00:00,Fulfilled,247.31
16172,1216,Number Port Order,2025-12-21 23:00:00,Cancelled,796.23
16173,1113,Device Purchase,2025-12-04 08:00:00,Fulfilled,285.27
16174,1831,Plan Upgrade Order,2025-12-25 11:00:00,Fulfilled,769.14
16175,1679,SIM Replacement,2026-04-11 19:00:00,Fulfilled,736.97
16176,2488,SIM Replacement,2026-05-28 18:00:00,Fulfilled,321.19
16177,1122,New Connection,2025-09-12 12:00:00,Fulfilled,869.17
16178,2532,SIM Replacement,2026-04-11 00:00:00,Fulfilled,250.55
16179,1609,Number Port Order,2026-05-24 14:00:00,Fulfilled,309.00
16180,2167,SIM Replacement,2026-05-06 08:00:00,Fulfilled,824.67
16181,1026,New Connection,2025-08-25 18:00:00,Fulfilled,690.52
16182,2420,Number Port Order,2025-09-17 17:00:00,Fulfilled,106.20
16183,1444,New Connection,2026-05-16 09:00:00,Fulfilled,415.23
16184,2033,Device Purchase,2026-04-05 10:00:00,Fulfilled,690.04
16185,1490,Plan Upgrade Order,2025-10-09 03:00:00,Pending,502.90
16186,2541,Device Purchase,2025-09-30 17:00:00,Cancelled,471.32
16187,1624,Device Purchase,2025-11-02 21:00:00,Fulfilled,902.70
16188,2040,Plan Upgrade Order,2026-02-12 12:00:00,Fulfilled,345.29
16189,2497,Number Port Order,2026-03-01 10:00:00,Fulfilled,662.31
16190,2217,Plan Upgrade Order,2026-03-20 05:00:00,Pending,230.94
16191,1247,New Connection,2025-10-17 03:00:00,Fulfilled,354.78
16192,2718,Number Port Order,2026-05-16 07:00:00,Fulfilled,239.94
16193,2205,New Connection,2026-06-23 08:00:00,Pending,424.93
16194,1447,Number Port Order,2025-08-22 16:00:00,Fulfilled,40.60
16195,1339,New Connection,2025-09-05 19:00:00,Fulfilled,954.49
16196,2746,SIM Replacement,2026-01-24 19:00:00,Fulfilled,553.54
16197,1517,SIM Replacement,2025-09-18 09:00:00,Pending,873.77
16198,1419,Device Purchase,2025-12-18 23:00:00,Fulfilled,424.58
16199,2748,Number Port Order,2025-12-27 15:00:00,Fulfilled,215.95
16200,1938,New Connection,2025-11-15 19:00:00,Fulfilled,322.56
16201,1128,Device Purchase,2026-06-13 02:00:00,Fulfilled,841.44
16202,1500,New Connection,2026-02-20 19:00:00,Fulfilled,99.43
16203,2573,Plan Upgrade Order,2025-10-28 17:00:00,Pending,823.87
16204,1567,SIM Replacement,2026-07-27 09:00:00,Fulfilled,756.99
16205,2567,Plan Upgrade Order,2025-11-01 21:00:00,Fulfilled,942.33
16206,1576,Number Port Order,2026-02-23 10:00:00,Cancelled,758.62
16207,2072,Device Purchase,2026-04-25 20:00:00,Fulfilled,507.31
16208,1935,Plan Upgrade Order,2026-02-22 05:00:00,Fulfilled,443.81
16209,1032,New Connection,2026-01-13 20:00:00,Pending,472.20
16210,2319,Device Purchase,2025-12-06 18:00:00,Fulfilled,903.93
16211,2471,New Connection,2026-05-15 05:00:00,Cancelled,589.46
16212,2302,Number Port Order,2026-05-10 20:00:00,Fulfilled,517.62
16213,1200,Plan Upgrade Order,2026-06-04 19:00:00,Fulfilled,895.84
16214,2790,Plan Upgrade Order,2026-05-05 15:00:00,Fulfilled,109.11
16215,1536,Number Port Order,2025-10-10 05:00:00,Fulfilled,408.87
16216,2009,Plan Upgrade Order,2026-03-25 08:00:00,Fulfilled,811.40
16217,2728,New Connection,2025-08-10 08:00:00,Cancelled,56.20
16218,2165,SIM Replacement,2026-05-24 10:00:00,Fulfilled,409.62
16219,2518,Number Port Order,2025-10-05 14:00:00,Fulfilled,800.53
16220,2094,Plan Upgrade Order,2026-05-27 21:00:00,Fulfilled,161.75
16221,2148,Plan Upgrade Order,2025-11-22 08:00:00,Pending,271.22
16222,1795,Device Purchase,2025-08-10 12:00:00,Fulfilled,403.07
16223,1450,Device Purchase,2025-11-27 13:00:00,Pending,413.80
16224,2656,Device Purchase,2026-08-06 02:00:00,Fulfilled,541.25
16225,1828,SIM Replacement,2025-10-10 11:00:00,Fulfilled,937.42
16226,1635,Number Port Order,2025-10-12 09:00:00,Fulfilled,125.00
16227,1739,Device Purchase,2025-10-06 11:00:00,Fulfilled,614.30
16228,1006,SIM Replacement,2025-08-14 19:00:00,Cancelled,965.23
16229,1669,Plan Upgrade Order,2026-01-17 10:00:00,Fulfilled,260.64
16230,1357,Number Port Order,2025-10-11 18:00:00,Cancelled,294.29
16231,1940,New Connection,2025-12-14 07:00:00,Fulfilled,688.19
16232,1331,New Connection,2025-12-01 11:00:00,Fulfilled,119.36
16233,2612,Device Purchase,2026-02-25 22:00:00,Fulfilled,306.21
16234,2684,SIM Replacement,2026-05-28 12:00:00,Pending,291.93
16235,2680,Device Purchase,2025-11-21 07:00:00,Fulfilled,926.76
16236,1103,Device Purchase,2025-12-23 03:00:00,Pending,675.10
16237,2243,Plan Upgrade Order,2025-11-02 15:00:00,Fulfilled,544.12
16238,1098,New Connection,2026-02-09 16:00:00,Fulfilled,701.63
16239,1239,Device Purchase,2026-04-18 20:00:00,Fulfilled,360.08
16240,1169,New Connection,2026-03-15 19:00:00,Fulfilled,338.70
16241,1102,Number Port Order,2026-03-20 22:00:00,Fulfilled,288.02
16242,1080,New Connection,2025-12-20 10:00:00,Fulfilled,95.10
16243,2623,Plan Upgrade Order,2026-07-04 16:00:00,Fulfilled,778.72
16244,2762,Plan Upgrade Order,2026-07-27 23:00:00,Fulfilled,350.57
16245,2759,New Connection,2025-12-07 18:00:00,Fulfilled,769.99
16246,1038,Device Purchase,2026-04-26 00:00:00,Fulfilled,516.07
16247,1509,Number Port Order,2026-01-20 10:00:00,Fulfilled,572.32
16248,1724,New Connection,2026-05-11 11:00:00,Fulfilled,683.22
16249,1425,Number Port Order,2025-08-14 10:00:00,Fulfilled,734.66
16250,2275,Plan Upgrade Order,2025-10-26 18:00:00,Fulfilled,840.87
16251,1893,New Connection,2025-12-06 08:00:00,Fulfilled,181.35
16252,2539,Number Port Order,2026-05-04 16:00:00,Fulfilled,45.08
16253,2583,SIM Replacement,2025-08-24 00:00:00,Fulfilled,438.27
16254,1523,New Connection,2026-08-02 20:00:00,Fulfilled,62.90
16255,2529,Device Purchase,2025-12-02 12:00:00,Fulfilled,850.20
16256,2463,SIM Replacement,2026-04-11 14:00:00,Cancelled,534.00
16257,2584,Number Port Order,2025-09-20 14:00:00,Fulfilled,908.65
16258,2709,Device Purchase,2026-06-07 08:00:00,Fulfilled,59.28
16259,2229,Number Port Order,2025-10-09 02:00:00,Fulfilled,44.55
16260,2256,Plan Upgrade Order,2026-04-23 11:00:00,Fulfilled,378.53
16261,1803,Plan Upgrade Order,2025-11-23 10:00:00,Fulfilled,734.47
16262,1482,Device Purchase,2025-09-26 13:00:00,Pending,299.87
16263,2783,SIM Replacement,2026-06-02 09:00:00,Fulfilled,289.03
16264,2224,Number Port Order,2025-12-26 07:00:00,Pending,126.60
16265,2337,Plan Upgrade Order,2026-05-23 09:00:00,Fulfilled,251.81
16266,2477,Number Port Order,2026-03-29 11:00:00,Fulfilled,730.12
16267,1521,Device Purchase,2025-12-30 10:00:00,Fulfilled,53.20
16268,1870,SIM Replacement,2026-04-04 12:00:00,Fulfilled,45.75
16269,1047,New Connection,2026-02-20 02:00:00,Pending,736.38
16270,2514,Device Purchase,2026-05-23 14:00:00,Fulfilled,415.86
16271,1813,Number Port Order,2026-01-17 15:00:00,Fulfilled,463.48
16272,1819,Number Port Order,2025-08-30 10:00:00,Fulfilled,370.21
16273,2644,New Connection,2026-06-22 07:00:00,Fulfilled,276.62
16274,2096,Plan Upgrade Order,2025-08-20 05:00:00,Pending,541.63
16275,1861,SIM Replacement,2026-07-19 00:00:00,Fulfilled,308.19
16276,1084,Plan Upgrade Order,2026-02-24 09:00:00,Pending,13.43
16277,1857,New Connection,2026-06-11 11:00:00,Fulfilled,922.56
16278,1668,New Connection,2026-08-06 02:00:00,Fulfilled,760.08
16279,1695,SIM Replacement,2026-01-01 20:00:00,Fulfilled,850.93
16280,2241,Number Port Order,2026-05-13 22:00:00,Fulfilled,964.02
16281,2455,Number Port Order,2025-08-15 07:00:00,Fulfilled,112.72
16282,1005,Plan Upgrade Order,2025-11-28 23:00:00,Fulfilled,335.92
16283,1421,Plan Upgrade Order,2026-01-30 10:00:00,Fulfilled,410.85
16284,2619,Device Purchase,2025-12-15 16:00:00,Fulfilled,987.94
16285,2744,Device Purchase,2026-02-24 22:00:00,Fulfilled,631.78
16286,1316,SIM Replacement,2026-06-14 16:00:00,Fulfilled,639.38
16287,1687,Device Purchase,2026-04-19 04:00:00,Fulfilled,499.82
16288,1937,Number Port Order,2025-11-28 05:00:00,Pending,895.83
16289,2738,Number Port Order,2025-12-15 03:00:00,Fulfilled,329.53
16290,2672,SIM Replacement,2025-11-21 23:00:00,Fulfilled,532.85
16291,1580,SIM Replacement,2025-12-12 14:00:00,Fulfilled,368.70
16292,2316,Number Port Order,2025-12-25 07:00:00,Fulfilled,591.47
16293,2394,Device Purchase,2026-03-07 01:00:00,Pending,662.31
16294,1161,Number Port Order,2025-12-18 14:00:00,Fulfilled,851.52
16295,2401,Plan Upgrade Order,2026-05-18 02:00:00,Cancelled,938.10
16296,1582,Device Purchase,2026-07-31 03:00:00,Fulfilled,515.43
16297,1206,Device Purchase,2026-08-07 15:00:00,Pending,752.93
16298,1253,New Connection,2026-01-10 18:00:00,Fulfilled,575.49
16299,1432,Number Port Order,2025-09-22 23:00:00,Pending,967.40
16300,1164,SIM Replacement,2026-03-09 17:00:00,Fulfilled,379.04
16301,2771,Number Port Order,2026-03-09 18:00:00,Cancelled,551.87
16302,2266,Number Port Order,2025-08-18 05:00:00,Fulfilled,753.36
16303,1476,Plan Upgrade Order,2026-06-24 10:00:00,Pending,209.89
16304,2510,New Connection,2026-07-08 21:00:00,Fulfilled,661.36
16305,2135,Plan Upgrade Order,2026-06-16 09:00:00,Fulfilled,58.08
16306,2418,New Connection,2026-05-26 13:00:00,Fulfilled,693.27
16307,1971,New Connection,2025-09-04 03:00:00,Fulfilled,20.16
16308,2059,New Connection,2025-08-27 06:00:00,Fulfilled,951.39
16309,2090,Number Port Order,2026-07-01 19:00:00,Fulfilled,991.61
16310,1343,Number Port Order,2026-07-16 19:00:00,Fulfilled,481.63
16311,2008,Number Port Order,2026-08-01 22:00:00,Fulfilled,503.81
16312,2653,Plan Upgrade Order,2025-09-09 07:00:00,Fulfilled,425.61
16313,1620,Number Port Order,2025-12-05 03:00:00,Fulfilled,314.49
16314,1955,New Connection,2026-04-18 11:00:00,Pending,309.11
16315,2784,Number Port Order,2026-05-13 10:00:00,Pending,472.32
16316,2237,Device Purchase,2026-01-28 10:00:00,Pending,86.94
16317,2289,Device Purchase,2026-02-08 20:00:00,Fulfilled,973.69
16318,2177,New Connection,2026-07-02 16:00:00,Pending,398.16
16319,2528,Plan Upgrade Order,2026-01-02 03:00:00,Fulfilled,668.69
16320,2153,SIM Replacement,2026-03-15 22:00:00,Cancelled,939.17
16321,1839,SIM Replacement,2026-05-08 09:00:00,Fulfilled,802.70
16322,1593,Number Port Order,2026-03-15 22:00:00,Fulfilled,321.75
16323,1163,Number Port Order,2026-07-25 14:00:00,Pending,46.06
16324,1166,Number Port Order,2026-08-02 07:00:00,Fulfilled,881.41
16325,1384,Number Port Order,2026-05-28 19:00:00,Fulfilled,344.14
16326,1973,Device Purchase,2026-02-12 22:00:00,Pending,988.35
16327,2523,Plan Upgrade Order,2025-10-31 04:00:00,Fulfilled,365.88
16328,2433,Number Port Order,2025-12-08 16:00:00,Cancelled,395.53
16329,1663,New Connection,2025-12-20 20:00:00,Pending,819.86
16330,1134,SIM Replacement,2026-03-29 05:00:00,Fulfilled,412.99
16331,1641,Plan Upgrade Order,2026-06-17 16:00:00,Fulfilled,637.93
16332,1097,New Connection,2026-03-20 13:00:00,Fulfilled,178.46
16333,1197,Device Purchase,2026-08-04 04:00:00,Fulfilled,629.06
16334,1644,Number Port Order,2025-08-09 19:00:00,Fulfilled,234.29
16335,2169,New Connection,2026-07-31 09:00:00,Fulfilled,162.24
16336,1471,Number Port Order,2026-06-03 14:00:00,Fulfilled,191.76
16337,1279,Plan Upgrade Order,2026-03-21 05:00:00,Fulfilled,61.05
16338,2788,Plan Upgrade Order,2026-01-04 08:00:00,Cancelled,255.49
16339,2320,Plan Upgrade Order,2026-01-02 10:00:00,Fulfilled,915.57
16340,2699,SIM Replacement,2025-11-16 08:00:00,Pending,221.98
16341,1653,New Connection,2026-06-21 00:00:00,Fulfilled,963.29
16342,1601,Number Port Order,2026-07-11 10:00:00,Fulfilled,184.91
16343,2713,SIM Replacement,2025-12-03 19:00:00,Fulfilled,302.29
16344,1446,New Connection,2026-07-28 02:00:00,Fulfilled,500.94
16345,2615,New Connection,2026-02-13 01:00:00,Cancelled,826.90
16346,2692,SIM Replacement,2026-06-07 11:00:00,Fulfilled,475.35
16347,1020,SIM Replacement,2025-11-20 03:00:00,Pending,435.12
16348,1545,Number Port Order,2025-12-21 12:00:00,Fulfilled,736.98
16349,2198,Device Purchase,2026-07-16 21:00:00,Cancelled,816.35
16350,1037,New Connection,2026-07-08 02:00:00,Pending,150.65
16351,2060,New Connection,2025-09-16 05:00:00,Fulfilled,264.13
16352,1160,Device Purchase,2025-09-01 10:00:00,Fulfilled,61.80
16353,1349,Plan Upgrade Order,2026-06-19 03:00:00,Fulfilled,504.55
16354,2704,New Connection,2026-03-21 13:00:00,Fulfilled,238.51
16355,1252,Number Port Order,2025-10-20 23:00:00,Fulfilled,119.50
16356,1987,Number Port Order,2025-08-31 11:00:00,Fulfilled,790.46
16357,1473,Device Purchase,2026-05-03 14:00:00,Fulfilled,412.24
16358,2073,SIM Replacement,2025-09-18 01:00:00,Fulfilled,701.85
16359,1708,Device Purchase,2026-01-23 06:00:00,Fulfilled,979.83
16360,2354,New Connection,2026-02-08 15:00:00,Fulfilled,317.13
16361,2576,Device Purchase,2025-11-05 04:00:00,Fulfilled,233.42
16362,1990,Plan Upgrade Order,2026-05-18 13:00:00,Fulfilled,897.88
16363,1834,Number Port Order,2026-05-02 11:00:00,Fulfilled,721.56
16364,1647,Device Purchase,2025-11-29 19:00:00,Fulfilled,683.16
16365,2414,New Connection,2025-09-10 16:00:00,Pending,74.10
16366,2791,New Connection,2026-05-25 19:00:00,Fulfilled,594.32
16367,2548,SIM Replacement,2026-06-14 19:00:00,Fulfilled,326.76
16368,2643,SIM Replacement,2026-05-09 19:00:00,Fulfilled,433.55
16369,2212,Plan Upgrade Order,2026-07-28 17:00:00,Fulfilled,515.25
16370,2089,Device Purchase,2025-10-01 12:00:00,Pending,467.82
16371,1225,Number Port Order,2026-07-15 01:00:00,Fulfilled,19.60
16372,1151,SIM Replacement,2025-10-25 09:00:00,Pending,627.87
16373,1085,SIM Replacement,2025-09-19 17:00:00,Cancelled,583.41
16374,2055,Number Port Order,2026-03-31 00:00:00,Fulfilled,213.36
16375,2269,SIM Replacement,2026-03-02 11:00:00,Pending,425.79
16376,1713,SIM Replacement,2026-01-09 03:00:00,Fulfilled,754.46
